masked_user,department,role,risk_type,severity,description,evidence,severity_score
user_8156,finance,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.994,3
user_8161,operations,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.957,3
user_8168,operations,admin,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.917,3
user_8175,finance,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.985,3
user_8180,it,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.983,3
user_8183,finance,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.926,3
user_8195,operations,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.936,3
user_8254,operations,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.966,3
user_8284,sales,admin,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.931,3
user_8288,finance,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.911,3
user_8294,sales,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.997,3
user_8296,operations,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.964,3
user_8299,it,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.981,3
user_8335,sales,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.990,3
user_8336,it,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.995,3
user_8361,sales,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.958,3
user_8364,it,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.973,3
user_8366,hr,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.915,3
user_8393,operations,admin,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.983,3
user_8495,it,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.930,3
user_8496,operations,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.976,3
user_8499,finance,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.968,3
user_8515,operations,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.909,3
user_8529,it,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.936,3
user_8532,it,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.947,3
user_8544,sales,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.958,3
user_8572,finance,admin,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.990,3
user_8581,operations,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.920,3
user_8586,finance,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.969,3
user_8603,finance,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.928,3
user_8634,operations,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.985,3
user_8636,hr,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.979,3
user_8675,it,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.901,3
user_8696,finance,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.914,3
user_8738,it,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.987,3
user_8758,finance,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.952,3
user_8763,sales,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.909,3
user_8779,finance,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.977,3
user_8883,operations,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.974,3
user_8889,operations,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.999,3
user_8906,hr,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.936,3
user_8911,hr,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.951,3
user_8927,operations,admin,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.973,3
user_8944,operations,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.969,3
user_8946,operations,admin,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.946,3
user_8949,sales,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.920,3
user_8975,it,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.983,3
user_8997,it,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.937,3
user_9004,it,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.964,3
user_9010,sales,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.965,3
user_9023,sales,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.954,3
user_9033,hr,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.950,3
user_9037,finance,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.902,3
user_9052,sales,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.939,3
user_9054,hr,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.914,3
user_9058,it,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.940,3
user_9072,hr,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.902,3
user_9131,hr,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.993,3
user_9138,operations,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.978,3
user_9145,finance,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.982,3
user_9150,operations,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.945,3
user_9180,operations,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.972,3
user_9214,it,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.920,3
user_9215,it,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.925,3
user_9221,hr,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.937,3
user_9248,hr,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.927,3
user_9251,sales,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.900,3
user_9319,operations,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.951,3
user_9362,finance,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.915,3
user_9366,sales,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.931,3
user_9386,it,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.930,3
user_9410,it,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.986,3
user_9429,sales,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.970,3
user_9451,sales,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.965,3
user_9478,sales,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.996,3
user_9508,hr,manager,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.999,3
user_9534,hr,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.982,3
user_9589,operations,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.932,3
user_9592,it,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.901,3
user_9667,finance,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.963,3
user_9825,finance,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.911,3
user_9837,sales,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.912,3
user_9869,hr,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.948,3
user_9896,sales,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.982,3
user_9910,operations,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.999,3
user_9914,it,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.987,3
user_9920,finance,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.970,3
user_9929,it,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.935,3
user_9931,finance,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.963,3
user_9959,sales,engineer,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.912,3
user_9963,sales,intern,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.939,3
user_9976,finance,admin,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.999,3
user_9991,sales,analyst,Extreme anomaly score,High,User has at least one event with very high anomaly score.,max_anomaly_score = 0.983,3
user_1003,it,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-29 10:17:00,1
user_1004,sales,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-30 14:08:42,1
user_1005,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-07 02:07:44,1
user_1007,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-27 10:55:58,1
user_1008,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-06 12:06:29,1
user_1009,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-15 18:46:10,1
user_1011,sales,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-17 16:38:52,1
user_1012,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-16 16:10:09,1
user_1016,finance,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-14 14:38:24,1
user_1020,sales,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-06 02:37:01,1
user_1028,sales,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-12 11:34:36,1
user_1030,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-17 11:21:50,1
user_1031,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-24 16:28:34,1
user_1033,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-11 13:30:38,1
user_1036,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-07 14:58:58,1
user_1037,it,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-17 11:18:50,1
user_1038,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-30 16:38:09,1
user_1043,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-26 17:49:16,1
user_1044,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-05 17:48:59,1
user_1047,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-21 14:41:19,1
user_1051,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-25 11:44:22,1
user_1061,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-26 01:10:04,1
user_1064,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-02 13:33:20,1
user_1066,operations,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-19 15:17:44,1
user_1067,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-12 18:15:08,1
user_1072,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-08 12:03:56,1
user_1074,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-29 10:59:05,1
user_1076,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-02 11:01:24,1
user_1077,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-30 01:01:23,1
user_1079,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-17 10:41:16,1
user_1081,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-29 13:48:35,1
user_1082,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-25 11:26:27,1
user_1086,sales,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-20 16:36:37,1
user_1095,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-04 17:57:37,1
user_1098,it,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-11 12:55:26,1
user_1103,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-14 10:21:00,1
user_1108,it,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-07 11:02:47,1
user_1111,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-16 16:30:28,1
user_1115,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-27 16:57:23,1
user_1116,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-26 12:01:02,1
user_1118,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-24 13:02:43,1
user_1119,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-26 14:54:46,1
user_1124,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-18 15:13:24,1
user_1126,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-10 13:18:25,1
user_1127,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-05 11:29:58,1
user_1131,sales,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-03 10:38:49,1
user_1133,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-31 18:04:38,1
user_1134,it,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-31 18:45:21,1
user_1137,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-20 16:22:05,1
user_1144,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-22 13:46:44,1
user_1146,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-13 11:30:17,1
user_1152,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-28 13:49:40,1
user_1153,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-29 14:54:15,1
user_1154,hr,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-01 17:45:14,1
user_1155,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-08 04:54:11,1
user_1156,it,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-23 14:11:53,1
user_1157,hr,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-01 12:46:56,1
user_1158,it,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-21 14:59:06,1
user_1159,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-04 14:08:34,1
user_1164,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-06 17:12:14,1
user_1166,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-15 15:56:04,1
user_1167,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-16 09:04:22,1
user_1171,operations,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-01 14:06:00,1
user_1177,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-25 09:13:03,1
user_1183,operations,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-22 10:19:11,1
user_1184,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-06 17:11:09,1
user_1186,it,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-02 09:27:27,1
user_1187,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-12 09:42:09,1
user_1188,sales,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-01 11:36:00,1
user_1189,operations,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-02 15:18:49,1
user_1192,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-22 16:21:38,1
user_1193,finance,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-16 12:09:09,1
user_1197,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-27 13:22:35,1
user_1199,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-30 12:03:18,1
user_1203,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-15 11:53:35,1
user_1204,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-07 03:35:12,1
user_1208,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-11 15:35:20,1
user_1210,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-14 12:45:14,1
user_1212,operations,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-22 03:27:42,1
user_1216,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-01 13:02:03,1
user_1219,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-07 03:26:44,1
user_1223,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-20 03:18:19,1
user_1227,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-20 18:21:02,1
user_1228,finance,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-06 13:12:28,1
user_1232,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-30 10:39:48,1
user_1235,operations,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-15 15:31:20,1
user_1241,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-23 10:46:07,1
user_1247,it,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-15 11:04:25,1
user_1249,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-24 18:21:07,1
user_1253,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-28 11:09:17,1
user_1254,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-12 12:40:38,1
user_1255,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-03 04:53:32,1
user_1256,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-11 16:49:11,1
user_1257,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-26 12:08:18,1
user_1258,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-18 15:04:04,1
user_1260,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-26 18:07:15,1
user_1262,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-18 14:38:51,1
user_1263,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-29 18:39:48,1
user_1273,sales,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-22 11:45:54,1
user_1281,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-07 16:06:06,1
user_1283,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-04 10:20:16,1
user_1286,sales,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-17 11:04:38,1
user_1290,sales,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-08 18:37:42,1
user_1295,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-14 09:18:57,1
user_1297,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-25 18:46:34,1
user_1298,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-07 04:51:37,1
user_1299,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-12 09:39:44,1
user_1300,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-11 12:41:43,1
user_1304,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-27 01:57:22,1
user_1305,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-10 11:42:26,1
user_1310,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-03 09:11:40,1
user_1315,it,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-14 10:36:03,1
user_1322,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-29 16:01:40,1
user_1323,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-04 09:13:08,1
user_1330,sales,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-27 13:22:06,1
user_1331,hr,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-04 13:29:31,1
user_1332,it,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-14 14:38:28,1
user_1333,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-04 13:39:33,1
user_1336,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-22 13:32:20,1
user_1338,sales,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-16 10:32:15,1
user_1339,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-15 13:13:13,1
user_1340,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-30 17:34:03,1
user_1341,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-11 15:01:07,1
user_1344,hr,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-05 09:34:25,1
user_1345,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-15 12:55:34,1
user_1347,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-11 16:34:23,1
user_1349,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-20 14:24:07,1
user_1350,hr,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-29 12:47:43,1
user_1353,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-25 03:39:25,1
user_1357,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-11 14:09:33,1
user_1359,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-09 09:41:50,1
user_1361,sales,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-22 13:17:22,1
user_1365,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-21 14:47:52,1
user_1367,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-10 12:07:46,1
user_1369,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-16 12:04:20,1
user_1371,operations,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-07 13:33:39,1
user_1372,it,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-22 11:23:22,1
user_1373,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-18 13:18:13,1
user_1374,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-22 14:13:32,1
user_1376,it,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-06 11:09:35,1
user_1378,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-11 12:47:54,1
user_1384,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-11 16:31:08,1
user_1389,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-26 11:43:05,1
user_1397,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-07 18:53:25,1
user_1401,finance,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-13 17:16:17,1
user_1402,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-19 13:13:23,1
user_1404,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-30 13:06:05,1
user_1405,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-04 18:45:54,1
