masked_user,total_events,malicious_events,avg_anomaly_score,max_anomaly_score,off_hours_events,weekend_events,unique_sources,unique_devices,first_seen,last_seen,off_hours_ratio,weekend_ratio
user_2269,1,0,0.0681,0.0681,0,0,1,1,2024-07-31 10:19:26,2024-07-31 10:19:26,0.0,0.0
user_2275,2,0,0.39254999999999995,0.4236,0,0,2,2,2024-01-04 15:51:21,2024-12-13 12:43:53,0.0,0.0
user_2277,1,0,0.1479,0.1479,0,0,1,1,2024-08-19 10:06:47,2024-08-19 10:06:47,0.0,0.0
user_2279,2,0,0.1537,0.177,0,0,2,2,2024-05-14 09:54:53,2024-09-26 13:31:37,0.0,0.0
user_2280,2,0,0.37345,0.397,0,0,2,2,2024-08-19 09:50:32,2024-12-13 16:40:36,0.0,0.0
user_2281,1,0,0.3211,0.3211,0,0,1,1,2024-12-27 09:35:47,2024-12-27 09:35:47,0.0,0.0
user_2284,2,1,0.5897,0.9884,1,1,2,1,2024-03-11 17:26:09,2024-11-17 02:44:33,0.5,0.5
user_2287,1,1,0.9205,0.9205,1,1,1,1,2024-11-09 02:38:32,2024-11-09 02:38:32,1.0,1.0
user_2288,2,0,0.16210000000000002,0.2659,0,1,2,2,2024-01-28 17:49:40,2024-06-14 10:02:37,0.0,0.5
user_2290,1,0,0.2848,0.2848,0,1,1,1,2024-08-11 11:45:07,2024-08-11 11:45:07,0.0,1.0
user_2293,2,0,0.06855,0.0753,0,0,2,2,2024-02-26 18:58:39,2024-10-23 18:59:02,0.0,0.0
user_2294,1,0,0.4618,0.4618,0,0,1,1,2024-02-27 10:25:55,2024-02-27 10:25:55,0.0,0.0
user_2297,1,0,0.4298,0.4298,0,0,1,1,2024-08-12 10:56:35,2024-08-12 10:56:35,0.0,0.0
user_2299,1,0,0.4343,0.4343,0,0,1,1,2024-08-14 11:08:40,2024-08-14 11:08:40,0.0,0.0
user_2305,2,0,0.29025,0.3139,0,1,2,2,2024-05-03 13:12:31,2024-07-21 10:15:13,0.0,0.5
user_2312,1,0,0.0128,0.0128,0,0,1,1,2024-06-05 15:29:52,2024-06-05 15:29:52,0.0,0.0
user_2314,1,0,0.1001,0.1001,0,0,1,1,2024-02-27 10:08:40,2024-02-27 10:08:40,0.0,0.0
user_2315,1,0,0.1839,0.1839,0,1,1,1,2024-02-18 16:17:41,2024-02-18 16:17:41,0.0,1.0
user_2317,1,0,0.3074,0.3074,0,1,1,1,2024-02-25 12:54:59,2024-02-25 12:54:59,0.0,1.0
user_2320,2,0,0.23265,0.443,0,0,2,2,2024-09-26 14:41:39,2024-10-02 09:40:14,0.0,0.0
user_2321,3,0,0.20083333333333334,0.4767,0,1,3,2,2024-02-25 12:05:42,2024-12-13 12:26:06,0.0,0.3333333333333333
user_2322,1,0,0.0655,0.0655,0,0,1,1,2024-09-10 16:57:27,2024-09-10 16:57:27,0.0,0.0
user_2324,1,0,0.1226,0.1226,0,0,1,1,2024-12-10 17:49:39,2024-12-10 17:49:39,0.0,0.0
user_2325,1,0,0.0152,0.0152,0,0,1,1,2024-11-27 14:49:19,2024-11-27 14:49:19,0.0,0.0
user_2328,2,0,0.07625,0.1198,0,0,2,2,2024-07-19 11:03:45,2024-12-11 16:08:49,0.0,0.0
user_2332,2,0,0.20535,0.3007,0,0,2,2,2024-03-15 11:22:07,2024-11-26 12:41:17,0.0,0.0
user_2333,1,0,0.0963,0.0963,0,0,1,1,2024-07-01 09:33:35,2024-07-01 09:33:35,0.0,0.0
user_2335,1,0,0.2108,0.2108,0,0,1,1,2024-07-31 14:11:02,2024-07-31 14:11:02,0.0,0.0
user_2336,1,0,0.1687,0.1687,0,0,1,1,2024-11-01 16:55:36,2024-11-01 16:55:36,0.0,0.0
user_2341,1,0,0.4858,0.4858,0,0,1,1,2024-05-22 12:48:18,2024-05-22 12:48:18,0.0,0.0
user_2343,1,0,0.288,0.288,0,1,1,1,2024-01-06 14:47:29,2024-01-06 14:47:29,0.0,1.0
user_2346,1,0,0.4654,0.4654,0,0,1,1,2024-05-13 09:42:03,2024-05-13 09:42:03,0.0,0.0
user_2350,1,1,0.9894,0.9894,1,0,1,1,2024-04-23 03:42:23,2024-04-23 03:42:23,1.0,0.0
user_2355,1,1,0.9776,0.9776,1,1,1,1,2024-01-20 02:32:22,2024-01-20 02:32:22,1.0,1.0
user_2363,1,0,0.3684,0.3684,0,0,1,1,2024-08-14 14:13:14,2024-08-14 14:13:14,0.0,0.0
user_2366,1,0,0.2682,0.2682,0,1,1,1,2024-11-23 10:56:49,2024-11-23 10:56:49,0.0,1.0
user_2370,3,0,0.2884333333333333,0.407,0,0,3,2,2024-06-12 17:48:55,2024-11-08 15:58:31,0.0,0.0
user_2371,1,0,0.4612,0.4612,0,1,1,1,2024-02-17 12:02:46,2024-02-17 12:02:46,0.0,1.0
user_2372,3,1,0.5378,0.9778,1,0,3,2,2024-01-03 17:46:19,2024-10-30 01:56:16,0.3333333333333333,0.0
user_2373,1,1,0.982,0.982,1,0,1,1,2024-04-22 04:59:19,2024-04-22 04:59:19,1.0,0.0
user_2379,1,0,0.2687,0.2687,0,0,1,1,2024-10-15 14:05:28,2024-10-15 14:05:28,0.0,0.0
user_2382,1,0,0.0053,0.0053,0,0,1,1,2024-02-02 09:09:02,2024-02-02 09:09:02,0.0,0.0
user_2385,1,0,0.3726,0.3726,0,0,1,1,2024-09-06 09:21:29,2024-09-06 09:21:29,0.0,0.0
user_2387,1,0,0.0355,0.0355,0,1,1,1,2024-03-02 14:24:17,2024-03-02 14:24:17,0.0,1.0
user_2388,1,0,0.1321,0.1321,0,0,1,1,2024-11-01 09:36:38,2024-11-01 09:36:38,0.0,0.0
user_2389,2,0,0.263,0.4972,0,0,2,1,2024-06-12 11:18:22,2024-08-05 15:38:47,0.0,0.0
user_2390,2,0,0.2581,0.268,0,0,2,2,2024-06-27 11:12:09,2024-07-16 15:18:54,0.0,0.0
user_2395,1,0,0.032,0.032,0,0,1,1,2024-08-07 17:43:47,2024-08-07 17:43:47,0.0,0.0
user_2397,1,0,0.4168,0.4168,0,1,1,1,2024-01-07 13:30:07,2024-01-07 13:30:07,0.0,1.0
user_2398,1,0,0.3565,0.3565,0,0,1,1,2024-05-16 10:14:26,2024-05-16 10:14:26,0.0,0.0
user_2401,1,0,0.3946,0.3946,0,0,1,1,2024-03-04 09:33:08,2024-03-04 09:33:08,0.0,0.0
user_2402,2,1,0.65425,0.9729,1,1,2,2,2024-09-01 01:43:34,2024-09-20 18:49:40,0.5,0.5
user_2403,1,0,0.2662,0.2662,0,0,1,1,2024-06-06 10:10:12,2024-06-06 10:10:12,0.0,0.0
user_2404,1,0,0.1381,0.1381,0,0,1,1,2024-07-03 18:09:33,2024-07-03 18:09:33,0.0,0.0
user_2408,1,0,0.0821,0.0821,0,0,1,1,2024-06-11 16:47:38,2024-06-11 16:47:38,0.0,0.0
user_2419,1,0,0.412,0.412,0,0,1,1,2024-02-05 12:37:36,2024-02-05 12:37:36,0.0,0.0
user_2421,1,0,0.2152,0.2152,0,1,1,1,2024-08-31 12:26:56,2024-08-31 12:26:56,0.0,1.0
user_2423,2,0,0.12715,0.2373,0,0,2,2,2024-03-15 13:04:40,2024-11-04 11:29:55,0.0,0.0
user_2425,1,0,0.0365,0.0365,0,0,1,1,2024-08-01 18:20:08,2024-08-01 18:20:08,0.0,0.0
user_2426,1,0,0.0063,0.0063,0,0,1,1,2024-05-27 13:24:17,2024-05-27 13:24:17,0.0,0.0
user_2429,2,0,0.3116,0.3785,0,0,2,2,2024-05-29 17:21:58,2024-08-21 15:35:33,0.0,0.0
user_2430,1,0,0.1971,0.1971,0,0,1,1,2024-12-27 12:04:28,2024-12-27 12:04:28,0.0,0.0
user_2431,2,0,0.1293,0.1526,0,1,2,1,2024-05-09 12:54:32,2024-10-05 14:50:44,0.0,0.5
user_2436,1,0,0.3281,0.3281,0,0,1,1,2024-05-08 14:05:44,2024-05-08 14:05:44,0.0,0.0
user_2438,2,0,0.21239999999999998,0.3847,0,1,2,2,2024-01-13 13:28:21,2024-09-20 09:32:31,0.0,0.5
user_2439,1,0,0.254,0.254,0,0,1,1,2024-02-20 17:16:20,2024-02-20 17:16:20,0.0,0.0
user_2443,1,0,0.2831,0.2831,0,0,1,1,2024-04-10 11:27:02,2024-04-10 11:27:02,0.0,0.0
user_2444,2,0,0.20115,0.2038,0,1,2,2,2024-01-22 10:52:58,2024-08-18 18:11:54,0.0,0.5
user_2447,1,0,0.1321,0.1321,0,0,1,1,2024-11-06 16:11:44,2024-11-06 16:11:44,0.0,0.0
user_2448,1,0,0.3695,0.3695,0,1,1,1,2024-01-06 12:05:17,2024-01-06 12:05:17,0.0,1.0
user_2449,1,0,0.3185,0.3185,0,1,1,1,2024-04-06 14:31:10,2024-04-06 14:31:10,0.0,1.0
user_2451,1,0,0.0011,0.0011,0,0,1,1,2024-04-03 17:20:52,2024-04-03 17:20:52,0.0,0.0
user_2453,4,0,0.340675,0.4881,0,0,4,3,2024-01-30 11:34:28,2024-10-18 16:56:08,0.0,0.0
user_2455,2,0,0.06625,0.0665,0,0,2,1,2024-07-15 10:14:23,2024-12-13 11:56:56,0.0,0.0
user_2458,1,0,0.2668,0.2668,0,0,1,1,2024-01-22 14:56:24,2024-01-22 14:56:24,0.0,0.0
user_2459,1,0,0.4576,0.4576,0,0,1,1,2024-01-17 09:09:14,2024-01-17 09:09:14,0.0,0.0
user_2461,2,0,0.2841,0.3887,0,0,2,1,2024-03-01 14:18:49,2024-05-02 16:08:22,0.0,0.0
user_2462,2,0,0.20825,0.3781,0,0,2,2,2024-07-05 13:28:14,2024-07-26 09:46:36,0.0,0.0
user_2464,1,0,0.3217,0.3217,0,0,1,1,2024-11-11 15:03:50,2024-11-11 15:03:50,0.0,0.0
user_2467,2,0,0.3805,0.3996,0,0,2,2,2024-01-10 18:25:59,2024-10-01 13:15:47,0.0,0.0
user_2468,1,1,0.9155,0.9155,1,0,1,1,2024-08-21 01:29:48,2024-08-21 01:29:48,1.0,0.0
user_2470,1,0,0.2145,0.2145,0,0,1,1,2024-11-15 10:24:33,2024-11-15 10:24:33,0.0,0.0
user_2475,1,0,0.3279,0.3279,0,1,1,1,2024-07-27 15:04:01,2024-07-27 15:04:01,0.0,1.0
user_2477,2,1,0.5488999999999999,0.9559,1,0,2,2,2024-05-17 03:30:12,2024-07-11 11:22:40,0.5,0.0
user_2478,1,0,0.2209,0.2209,0,1,1,1,2024-03-09 16:22:10,2024-03-09 16:22:10,0.0,1.0
user_2479,1,0,0.2281,0.2281,0,0,1,1,2024-01-15 17:24:48,2024-01-15 17:24:48,0.0,0.0
user_2480,1,0,0.2403,0.2403,0,0,1,1,2024-07-18 14:05:20,2024-07-18 14:05:20,0.0,0.0
user_2485,1,0,0.1122,0.1122,0,0,1,1,2024-01-05 16:27:19,2024-01-05 16:27:19,0.0,0.0
user_2489,1,0,0.2164,0.2164,0,0,1,1,2024-07-11 14:31:51,2024-07-11 14:31:51,0.0,0.0
user_2492,1,0,0.3803,0.3803,0,1,1,1,2024-05-05 17:00:10,2024-05-05 17:00:10,0.0,1.0
user_2493,1,0,0.43,0.43,0,1,1,1,2024-04-27 16:37:21,2024-04-27 16:37:21,0.0,1.0
user_2494,3,0,0.34323333333333333,0.4594,0,1,3,2,2024-01-22 09:34:47,2024-07-28 13:28:44,0.0,0.3333333333333333
user_2496,1,0,0.1099,0.1099,0,1,1,1,2024-12-21 09:02:34,2024-12-21 09:02:34,0.0,1.0
user_2497,1,0,0.0972,0.0972,0,0,1,1,2024-02-28 09:51:55,2024-02-28 09:51:55,0.0,0.0
user_2503,1,0,0.1105,0.1105,0,0,1,1,2024-10-17 13:45:19,2024-10-17 13:45:19,0.0,0.0
user_2504,1,1,0.9187,0.9187,1,1,1,1,2024-12-08 01:16:56,2024-12-08 01:16:56,1.0,1.0
user_2509,1,0,0.1416,0.1416,0,1,1,1,2024-02-04 13:49:08,2024-02-04 13:49:08,0.0,1.0
user_2510,1,0,0.2954,0.2954,0,0,1,1,2024-06-18 12:25:46,2024-06-18 12:25:46,0.0,0.0
user_2515,1,0,0.4792,0.4792,0,0,1,1,2024-01-11 10:56:03,2024-01-11 10:56:03,0.0,0.0
user_2516,2,0,0.14634999999999998,0.1765,0,0,2,2,2024-06-12 10:11:32,2024-10-01 17:33:16,0.0,0.0
user_2517,1,0,0.0595,0.0595,0,0,1,1,2024-11-15 12:01:59,2024-11-15 12:01:59,0.0,0.0
user_2524,1,0,0.3368,0.3368,0,0,1,1,2024-07-16 14:15:00,2024-07-16 14:15:00,0.0,0.0
user_2525,2,0,0.10355,0.1733,0,0,2,2,2024-10-09 13:29:08,2024-10-21 15:20:59,0.0,0.0
user_2526,1,0,0.2898,0.2898,0,1,1,1,2024-01-13 14:55:33,2024-01-13 14:55:33,0.0,1.0
user_2528,1,0,0.1736,0.1736,0,0,1,1,2024-01-23 14:13:37,2024-01-23 14:13:37,0.0,0.0
user_2530,2,1,0.5773,0.9387,1,1,2,2,2024-07-17 02:29:01,2024-12-14 16:40:38,0.5,0.5
user_2531,1,0,0.0016,0.0016,0,0,1,1,2024-04-30 12:35:51,2024-04-30 12:35:51,0.0,0.0
user_2533,1,0,0.3245,0.3245,0,0,1,1,2024-01-02 10:18:54,2024-01-02 10:18:54,0.0,0.0
user_2537,1,0,0.0686,0.0686,0,0,1,1,2024-07-30 15:26:30,2024-07-30 15:26:30,0.0,0.0
user_2545,1,0,0.2308,0.2308,0,1,1,1,2024-12-15 13:11:42,2024-12-15 13:11:42,0.0,1.0
user_2549,1,0,0.3995,0.3995,0,0,1,1,2024-11-15 15:06:54,2024-11-15 15:06:54,0.0,0.0
user_2550,1,0,0.0188,0.0188,0,0,1,1,2024-10-04 10:47:07,2024-10-04 10:47:07,0.0,0.0
user_2552,1,0,0.0379,0.0379,0,0,1,1,2024-11-08 14:53:49,2024-11-08 14:53:49,0.0,0.0
user_2554,1,0,0.2199,0.2199,0,0,1,1,2024-10-21 18:21:10,2024-10-21 18:21:10,0.0,0.0
user_2555,2,0,0.16625,0.2677,0,0,2,1,2024-06-20 12:27:49,2024-10-10 17:39:58,0.0,0.0
user_2556,1,0,0.1625,0.1625,0,1,1,1,2024-01-27 15:55:28,2024-01-27 15:55:28,0.0,1.0
user_2558,2,0,0.12919999999999998,0.1536,0,1,2,2,2024-04-05 13:45:28,2024-12-14 18:39:04,0.0,0.5
user_2559,2,0,0.23349999999999999,0.2439,0,0,2,1,2024-04-03 12:34:02,2024-06-17 15:58:34,0.0,0.0
user_2560,1,0,0.0521,0.0521,0,0,1,1,2024-08-28 16:56:05,2024-08-28 16:56:05,0.0,0.0
user_2565,2,0,0.0846,0.1614,0,0,2,2,2024-05-23 17:13:47,2024-09-17 14:10:04,0.0,0.0
user_2566,1,0,0.1331,0.1331,0,0,1,1,2024-06-25 12:56:15,2024-06-25 12:56:15,0.0,0.0
user_2568,2,0,0.4192,0.4826,0,0,2,2,2024-10-09 16:55:49,2024-12-24 12:46:12,0.0,0.0
user_2571,1,0,0.0329,0.0329,0,0,1,1,2024-02-20 15:38:46,2024-02-20 15:38:46,0.0,0.0
user_2575,2,0,0.17735,0.2239,0,0,2,2,2024-07-08 18:29:01,2024-10-08 09:42:26,0.0,0.0
user_2576,1,0,0.0419,0.0419,0,0,1,1,2024-12-26 11:13:15,2024-12-26 11:13:15,0.0,0.0
user_2577,1,0,0.4399,0.4399,0,1,1,1,2024-06-30 15:03:20,2024-06-30 15:03:20,0.0,1.0
user_2580,1,0,0.429,0.429,0,1,1,1,2024-11-23 14:02:46,2024-11-23 14:02:46,0.0,1.0
user_2581,1,0,0.3072,0.3072,0,0,1,1,2024-12-02 17:11:40,2024-12-02 17:11:40,0.0,0.0
user_2583,1,0,0.2332,0.2332,0,0,1,1,2024-02-22 15:54:51,2024-02-22 15:54:51,0.0,0.0
user_2585,1,0,0.2643,0.2643,0,0,1,1,2024-08-26 15:48:12,2024-08-26 15:48:12,0.0,0.0
user_2589,2,2,0.9586,0.987,2,0,2,1,2024-02-08 01:06:26,2024-06-20 01:51:27,1.0,0.0
user_2592,1,0,0.2001,0.2001,0,0,1,1,2024-03-14 11:47:56,2024-03-14 11:47:56,0.0,0.0
user_2593,2,0,0.24025,0.3172,0,0,2,1,2024-06-27 11:15:39,2024-06-27 16:23:39,0.0,0.0
user_2595,1,0,0.108,0.108,0,0,1,1,2024-09-17 18:09:33,2024-09-17 18:09:33,0.0,0.0
user_2596,1,0,0.3301,0.3301,0,0,1,1,2024-04-24 15:23:21,2024-04-24 15:23:21,0.0,0.0
user_2597,1,0,0.0045,0.0045,0,0,1,1,2024-12-20 17:04:30,2024-12-20 17:04:30,0.0,0.0
user_2598,1,0,0.2543,0.2543,0,0,1,1,2024-06-21 18:20:41,2024-06-21 18:20:41,0.0,0.0
user_2599,1,0,0.1484,0.1484,0,0,1,1,2024-05-08 10:28:10,2024-05-08 10:28:10,0.0,0.0
user_2603,1,1,0.9481,0.9481,1,0,1,1,2024-07-22 01:11:33,2024-07-22 01:11:33,1.0,0.0
user_2604,2,0,0.16865,0.2433,0,2,2,2,2024-04-27 13:52:31,2024-08-24 09:57:19,0.0,1.0
user_2605,1,1,0.9728,0.9728,1,0,1,1,2024-04-19 04:47:25,2024-04-19 04:47:25,1.0,0.0
user_2607,2,0,0.42965,0.4913,0,1,2,1,2024-03-03 09:32:37,2024-05-21 14:45:54,0.0,0.5
user_2609,1,0,0.4233,0.4233,0,1,1,1,2024-08-25 10:26:46,2024-08-25 10:26:46,0.0,1.0
user_2612,2,0,0.2743,0.3382,0,0,2,2,2024-10-01 11:06:56,2024-10-08 17:39:38,0.0,0.0
user_2614,1,0,0.1397,0.1397,0,1,1,1,2024-05-25 18:01:26,2024-05-25 18:01:26,0.0,1.0
user_2618,2,0,0.36,0.3676,0,0,2,1,2024-03-13 10:16:43,2024-12-09 18:50:53,0.0,0.0
user_2622,2,0,0.28575,0.3272,0,1,2,2,2024-05-19 10:53:36,2024-12-06 11:40:45,0.0,0.5
user_2625,1,0,0.1438,0.1438,0,0,1,1,2024-11-27 16:11:46,2024-11-27 16:11:46,0.0,0.0
user_2627,2,0,0.1649,0.2575,0,0,2,1,2024-06-17 15:06:46,2024-08-09 10:45:55,0.0,0.0
user_2628,1,0,0.0301,0.0301,0,0,1,1,2024-02-13 14:19:35,2024-02-13 14:19:35,0.0,0.0
user_2629,1,0,0.4497,0.4497,0,1,1,1,2024-09-22 18:00:46,2024-09-22 18:00:46,0.0,1.0
user_2630,2,1,0.68625,0.94,1,1,2,2,2024-11-21 02:35:55,2024-12-21 15:55:48,0.5,0.5
user_2635,1,0,0.1121,0.1121,0,1,1,1,2024-03-23 15:14:33,2024-03-23 15:14:33,0.0,1.0
user_2638,1,1,0.9502,0.9502,1,0,1,1,2024-05-08 02:26:25,2024-05-08 02:26:25,1.0,0.0
user_2640,1,0,0.3554,0.3554,0,0,1,1,2024-02-12 18:29:51,2024-02-12 18:29:51,0.0,0.0
user_2641,2,1,0.68125,0.9901,1,0,2,2,2024-05-03 17:45:56,2024-08-22 01:01:00,0.5,0.0
user_2643,1,0,0.3696,0.3696,0,0,1,1,2024-10-14 10:40:02,2024-10-14 10:40:02,0.0,0.0
user_2644,1,0,0.0185,0.0185,0,0,1,1,2024-11-04 12:33:13,2024-11-04 12:33:13,0.0,0.0
user_2648,1,0,0.0287,0.0287,0,0,1,1,2024-01-01 16:17:12,2024-01-01 16:17:12,0.0,0.0
user_2651,1,0,0.2661,0.2661,0,0,1,1,2024-03-26 18:51:25,2024-03-26 18:51:25,0.0,0.0
user_2652,1,1,0.9497,0.9497,1,0,1,1,2024-08-07 01:24:42,2024-08-07 01:24:42,1.0,0.0
user_2653,1,0,0.0429,0.0429,0,0,1,1,2024-07-22 14:31:40,2024-07-22 14:31:40,0.0,0.0
user_2654,1,0,0.0304,0.0304,0,0,1,1,2024-11-07 11:39:08,2024-11-07 11:39:08,0.0,0.0
user_2656,1,1,0.9882,0.9882,1,0,1,1,2024-12-04 01:52:22,2024-12-04 01:52:22,1.0,0.0
user_2657,1,0,0.3883,0.3883,0,0,1,1,2024-01-02 13:21:12,2024-01-02 13:21:12,0.0,0.0
user_2660,1,0,0.1591,0.1591,0,1,1,1,2024-10-06 10:26:29,2024-10-06 10:26:29,0.0,1.0
user_2662,1,1,0.9587,0.9587,1,0,1,1,2024-10-25 03:51:42,2024-10-25 03:51:42,1.0,0.0
user_2664,1,0,0.2417,0.2417,0,1,1,1,2024-08-04 16:44:19,2024-08-04 16:44:19,0.0,1.0
user_2667,1,0,0.4509,0.4509,0,0,1,1,2024-05-03 16:03:45,2024-05-03 16:03:45,0.0,0.0
user_2668,1,0,0.1378,0.1378,0,1,1,1,2024-01-21 15:07:32,2024-01-21 15:07:32,0.0,1.0
user_2672,1,0,0.2553,0.2553,0,1,1,1,2024-11-30 09:14:39,2024-11-30 09:14:39,0.0,1.0
user_2673,2,1,0.4943,0.9433,1,1,2,2,2024-05-09 09:17:22,2024-11-10 01:20:16,0.5,0.5
user_2674,2,1,0.47935,0.9091,1,1,2,1,2024-02-15 04:59:00,2024-05-04 14:14:40,0.5,0.5
user_2676,1,0,0.4655,0.4655,0,1,1,1,2024-12-14 18:21:09,2024-12-14 18:21:09,0.0,1.0
user_2677,1,0,0.1219,0.1219,0,0,1,1,2024-08-19 09:23:27,2024-08-19 09:23:27,0.0,0.0
user_2678,1,0,0.3669,0.3669,0,0,1,1,2024-02-07 13:46:10,2024-02-07 13:46:10,0.0,0.0
user_2682,1,0,0.1612,0.1612,0,0,1,1,2024-07-11 09:12:28,2024-07-11 09:12:28,0.0,0.0
user_2683,1,0,0.1066,0.1066,0,1,1,1,2024-04-14 18:11:15,2024-04-14 18:11:15,0.0,1.0
user_2687,1,0,0.1328,0.1328,0,1,1,1,2024-03-10 15:11:37,2024-03-10 15:11:37,0.0,1.0
user_2688,1,0,0.3841,0.3841,0,1,1,1,2024-12-15 14:12:27,2024-12-15 14:12:27,0.0,1.0
user_2689,2,0,0.33399999999999996,0.3705,0,1,2,2,2024-04-06 16:57:20,2024-06-27 15:29:01,0.0,0.5
user_2690,1,0,0.4189,0.4189,0,1,1,1,2024-02-24 15:52:10,2024-02-24 15:52:10,0.0,1.0
user_2693,1,0,0.4617,0.4617,0,1,1,1,2024-09-21 15:43:38,2024-09-21 15:43:38,0.0,1.0
user_2694,1,0,0.4041,0.4041,0,1,1,1,2024-09-21 09:50:35,2024-09-21 09:50:35,0.0,1.0
user_2696,1,0,0.0963,0.0963,0,0,1,1,2024-02-16 18:22:22,2024-02-16 18:22:22,0.0,0.0
user_2697,1,0,0.1085,0.1085,0,1,1,1,2024-03-16 09:15:28,2024-03-16 09:15:28,0.0,1.0
user_2698,1,1,0.969,0.969,1,0,1,1,2024-05-20 02:18:03,2024-05-20 02:18:03,1.0,0.0
user_2699,2,0,0.23614999999999997,0.2835,0,1,2,1,2024-03-09 11:07:34,2024-09-04 11:54:43,0.0,0.5
user_2702,2,0,0.26515,0.3773,0,0,2,1,2024-02-01 13:59:30,2024-02-02 14:16:13,0.0,0.0
user_2704,1,0,0.2465,0.2465,0,0,1,1,2024-12-13 10:56:41,2024-12-13 10:56:41,0.0,0.0
user_2706,1,0,0.1974,0.1974,0,1,1,1,2024-11-09 14:43:58,2024-11-09 14:43:58,0.0,1.0
user_2709,1,1,0.9591,0.9591,1,1,1,1,2024-10-26 03:10:56,2024-10-26 03:10:56,1.0,1.0
user_2710,2,0,0.28435,0.4994,0,1,2,2,2024-02-29 18:42:35,2024-05-05 14:56:23,0.0,0.5
user_2711,1,0,0.3407,0.3407,0,0,1,1,2024-09-27 17:59:39,2024-09-27 17:59:39,0.0,0.0
user_2713,1,0,0.3087,0.3087,0,1,1,1,2024-12-07 18:43:59,2024-12-07 18:43:59,0.0,1.0
user_2714,2,0,0.2912,0.2944,0,0,2,2,2024-09-25 12:40:02,2024-11-01 12:18:03,0.0,0.0
user_2717,2,0,0.25439999999999996,0.4463,0,1,2,2,2024-07-31 09:15:09,2024-10-20 17:01:50,0.0,0.5
user_2718,1,0,0.0901,0.0901,0,0,1,1,2024-07-05 10:55:16,2024-07-05 10:55:16,0.0,0.0
user_2720,2,0,0.22744999999999999,0.2627,0,0,2,2,2024-03-05 14:31:09,2024-04-16 15:54:43,0.0,0.0
user_2723,1,0,0.2133,0.2133,0,0,1,1,2024-09-03 10:18:20,2024-09-03 10:18:20,0.0,0.0
user_2725,1,0,0.4852,0.4852,0,0,1,1,2024-02-27 14:27:37,2024-02-27 14:27:37,0.0,0.0
user_2726,1,0,0.3342,0.3342,0,1,1,1,2024-05-19 13:26:53,2024-05-19 13:26:53,0.0,1.0
user_2732,2,0,0.30510000000000004,0.4792,0,0,2,2,2024-02-13 18:11:04,2024-07-24 17:02:15,0.0,0.0
user_2737,1,0,0.4513,0.4513,0,0,1,1,2024-06-20 17:18:20,2024-06-20 17:18:20,0.0,0.0
user_2739,2,0,0.2061,0.3473,0,1,2,1,2024-08-27 11:47:42,2024-11-16 13:12:08,0.0,0.5
user_2740,1,0,0.1937,0.1937,0,0,1,1,2024-03-08 17:12:49,2024-03-08 17:12:49,0.0,0.0
user_2743,1,0,0.1236,0.1236,0,0,1,1,2024-03-28 09:20:51,2024-03-28 09:20:51,0.0,0.0
user_2746,3,0,0.12196666666666667,0.1942,0,3,3,3,2024-01-14 09:36:33,2024-09-22 15:39:05,0.0,1.0
user_2748,1,0,0.3282,0.3282,0,1,1,1,2024-06-16 18:10:16,2024-06-16 18:10:16,0.0,1.0
user_2751,1,0,0.3179,0.3179,0,1,1,1,2024-06-01 14:48:52,2024-06-01 14:48:52,0.0,1.0
user_2756,2,1,0.57595,0.9525,1,0,2,1,2024-01-19 03:57:39,2024-09-24 14:46:46,0.5,0.0
user_2757,1,0,0.3711,0.3711,0,0,1,1,2024-01-25 12:12:33,2024-01-25 12:12:33,0.0,0.0
user_2759,1,0,0.1548,0.1548,0,0,1,1,2024-03-11 12:45:35,2024-03-11 12:45:35,0.0,0.0
user_2762,1,0,0.3189,0.3189,0,0,1,1,2024-06-19 15:21:03,2024-06-19 15:21:03,0.0,0.0
user_2763,1,0,0.237,0.237,0,0,1,1,2024-08-08 16:05:33,2024-08-08 16:05:33,0.0,0.0
user_2764,1,0,0.1766,0.1766,0,0,1,1,2024-07-09 18:35:20,2024-07-09 18:35:20,0.0,0.0
user_2766,1,0,0.4295,0.4295,0,0,1,1,2024-03-04 13:33:43,2024-03-04 13:33:43,0.0,0.0
user_2769,1,0,0.1398,0.1398,0,0,1,1,2024-01-31 10:23:43,2024-01-31 10:23:43,0.0,0.0
user_2770,2,1,0.60275,0.9705,1,0,2,1,2024-01-05 14:57:57,2024-04-30 03:04:19,0.5,0.0
user_2771,1,1,0.9697,0.9697,1,0,1,1,2024-05-22 02:23:54,2024-05-22 02:23:54,1.0,0.0
user_2773,1,0,0.4269,0.4269,0,0,1,1,2024-03-27 15:49:39,2024-03-27 15:49:39,0.0,0.0
user_2776,2,0,0.13955,0.2332,0,0,2,1,2024-01-15 14:34:00,2024-12-20 11:47:59,0.0,0.0
user_2777,2,0,0.29595,0.3558,0,1,2,2,2024-02-11 12:43:57,2024-08-05 13:45:24,0.0,0.5
user_2778,1,0,0.2666,0.2666,0,0,1,1,2024-11-28 10:18:12,2024-11-28 10:18:12,0.0,0.0
user_2779,1,0,0.1971,0.1971,0,0,1,1,2024-07-19 17:04:59,2024-07-19 17:04:59,0.0,0.0
user_2785,2,1,0.6055999999999999,0.943,1,0,2,2,2024-01-03 16:16:07,2024-06-04 04:04:27,0.5,0.0
user_2787,1,0,0.3353,0.3353,0,0,1,1,2024-01-17 15:23:33,2024-01-17 15:23:33,0.0,0.0
