user_id,department,role,mfa_enabled,is_active,join_date,termination_date,manager
user_3234,finance,analyst,no,yes,2024-04-21,,user_4735
user_3236,operations,engineer,yes,yes,2024-04-30,,user_6862
user_3239,hr,analyst,yes,yes,2025-06-11,,user_3498
user_3246,it,manager,yes,yes,2024-08-01,,user_8438
user_3248,hr,manager,no,yes,2023-02-27,,user_9148
user_3251,it,intern,yes,yes,2024-12-18,,user_6306
user_3254,operations,intern,no,yes,2022-09-27,,user_6288
user_3255,hr,manager,no,no,2022-03-18,2022-07-24,user_5718
user_3256,it,analyst,yes,yes,2025-03-08,,user_7569
user_3259,it,analyst,no,no,2025-04-07,2025-04-17,user_1256
user_3260,operations,intern,no,yes,2022-08-01,,user_8138
user_3262,sales,analyst,yes,yes,2024-10-25,,user_1652
user_3263,operations,analyst,yes,no,2021-06-23,2024-10-01,user_8074
user_3264,hr,analyst,no,yes,2022-11-07,,user_5571
user_3266,finance,analyst,no,yes,2021-12-02,,user_4803
user_3268,hr,analyst,yes,yes,2021-02-11,,user_8778
user_3272,it,admin,yes,yes,2024-12-10,,user_2720
user_3273,finance,analyst,yes,yes,2023-02-09,,user_3676
user_3274,it,engineer,no,yes,2022-01-01,,user_3171
user_3276,it,analyst,yes,no,2022-10-08,2024-10-08,user_2438
user_3277,hr,analyst,yes,yes,2023-08-26,,user_4187
user_3279,operations,intern,no,yes,2022-04-25,,user_5240
user_3280,finance,analyst,yes,yes,2022-02-06,,user_8915
user_3284,finance,admin,yes,yes,2021-09-12,,user_2159
user_3286,operations,engineer,yes,no,2021-12-29,2025-01-19,user_5818
user_3287,it,analyst,no,yes,2025-06-04,,user_3819
user_3288,operations,intern,yes,yes,2021-11-26,,user_9348
user_3292,it,analyst,yes,no,2021-07-07,2025-06-03,user_4834
user_3293,hr,intern,no,yes,2025-10-08,,user_2882
user_3297,sales,analyst,yes,yes,2022-08-16,,user_2776
user_3298,operations,intern,yes,yes,2025-09-22,,user_3726
user_3299,operations,analyst,yes,yes,2022-08-28,,user_4472
user_3300,hr,engineer,yes,yes,2023-07-05,,user_8045
user_3304,it,admin,no,yes,2023-10-25,,user_6535
user_3305,it,intern,no,yes,2021-05-21,,user_4489
user_3306,finance,intern,yes,yes,2024-03-29,,user_2662
user_3307,sales,admin,yes,yes,2021-02-02,,user_2916
user_3313,finance,intern,no,yes,2024-12-30,,user_2884
user_3314,sales,analyst,no,yes,2024-09-26,,user_1871
user_3315,it,analyst,yes,no,2021-05-29,2024-06-07,user_4484
user_3316,finance,analyst,yes,yes,2023-12-18,,user_8041
user_3321,it,manager,yes,yes,2025-05-15,,user_8098
user_3322,sales,manager,yes,yes,2024-09-16,,user_4411
user_3323,operations,engineer,yes,yes,2021-08-30,,user_7841
user_3327,sales,analyst,yes,yes,2024-12-31,,user_8091
user_3328,operations,engineer,yes,yes,2025-08-29,,user_9934
user_3333,operations,analyst,no,yes,2021-07-24,,user_6887
user_3335,sales,analyst,yes,yes,2024-03-25,,user_9308
user_3337,hr,engineer,yes,yes,2022-05-06,,user_8847
user_3340,it,admin,yes,yes,2024-12-10,,user_6112
user_3344,hr,engineer,yes,yes,2021-09-12,,user_6787
user_3348,sales,engineer,yes,yes,2024-12-27,,user_2933
user_3350,sales,analyst,yes,yes,2023-11-28,,user_1512
user_3351,finance,engineer,yes,yes,2023-02-03,,user_7602
user_3352,operations,analyst,yes,yes,2022-02-17,,user_8698
user_3353,sales,manager,yes,yes,2022-10-08,,user_4231
user_3357,finance,manager,yes,yes,2024-06-30,,user_3304
user_3358,it,analyst,no,yes,2024-09-04,,user_3848
user_3361,sales,analyst,yes,no,2022-11-04,2025-07-27,user_6040
user_3365,finance,intern,yes,yes,2020-12-26,,user_3833
user_3370,operations,intern,yes,yes,2025-05-23,,user_8734
user_3371,hr,manager,yes,yes,2024-08-11,,user_5485
user_3372,sales,analyst,yes,yes,2025-02-03,,user_8444
user_3374,sales,analyst,yes,yes,2021-03-04,,user_2426
user_3378,sales,manager,no,yes,2024-07-18,,user_7984
user_3385,it,intern,yes,yes,2023-12-29,,user_2145
user_3387,sales,analyst,yes,yes,2024-02-20,,user_9201
user_3389,sales,admin,no,yes,2021-08-04,,user_7128
user_3394,hr,analyst,no,yes,2025-05-16,,user_4888
user_3395,sales,intern,yes,yes,2024-04-17,,user_8297
user_3396,finance,manager,yes,yes,2024-05-25,,user_5782
user_3398,it,admin,yes,yes,2024-05-14,,user_4515
user_3408,hr,analyst,yes,no,2022-04-26,2025-07-04,user_2575
user_3409,finance,engineer,yes,yes,2022-10-27,,user_5931
user_3411,finance,analyst,yes,yes,2021-03-22,,user_7502
user_3417,operations,analyst,no,yes,2024-03-30,,user_8493
user_3423,hr,intern,yes,yes,2024-01-24,,user_4645
user_3425,operations,intern,yes,yes,2023-11-07,,user_5705
user_3429,finance,intern,yes,yes,2024-06-15,,user_4126
user_3431,hr,engineer,no,yes,2021-01-09,,user_6007
user_3434,it,admin,yes,yes,2021-10-28,,user_3527
user_3436,operations,analyst,no,yes,2025-02-11,,user_8513
user_3437,hr,analyst,yes,no,2021-04-01,2022-06-15,user_1199
user_3438,operations,analyst,yes,yes,2021-10-12,,user_8148
user_3440,sales,engineer,yes,no,2024-01-28,2025-07-27,user_7380
user_3444,operations,manager,yes,yes,2024-11-15,,user_7388
user_3449,hr,analyst,yes,no,2024-06-14,2025-02-16,user_8000
user_3451,finance,engineer,yes,yes,2021-04-01,,user_6716
user_3454,sales,admin,yes,no,2025-01-07,2025-10-03,user_6726
user_3455,finance,manager,no,yes,2023-02-07,,user_1127
user_3460,sales,analyst,yes,yes,2025-09-08,,user_5072
user_3463,it,analyst,yes,yes,2023-03-18,,user_1103
user_3467,sales,analyst,yes,yes,2025-08-27,,user_7787
user_3471,operations,analyst,no,yes,2024-10-11,,user_5988
user_3472,sales,engineer,no,no,2023-04-06,2025-09-04,user_1096
user_3475,it,engineer,yes,yes,2023-04-27,,user_8301
user_3478,operations,engineer,yes,yes,2024-11-28,,user_7978
user_3482,it,manager,yes,yes,2022-08-13,,user_9663
user_3483,it,admin,no,yes,2025-05-26,,user_7301
user_3487,operations,analyst,no,yes,2022-09-16,,user_6027
user_3488,sales,manager,yes,yes,2024-06-02,,user_7612
user_3489,sales,admin,yes,yes,2023-09-23,,user_5883
user_3490,operations,analyst,yes,yes,2021-08-12,,user_1480
user_3491,it,analyst,yes,yes,2023-03-27,,user_2430
user_3493,it,intern,yes,yes,2022-03-13,,user_2443
user_3495,operations,analyst,yes,yes,2024-04-12,,user_4977
user_3498,hr,engineer,yes,yes,2024-07-21,,user_6970
user_3500,finance,analyst,no,yes,2024-05-01,,user_9738
user_3505,it,engineer,no,yes,2025-03-04,,user_6033
user_3506,hr,analyst,yes,yes,2021-08-28,,user_9549
user_3508,hr,analyst,no,yes,2023-10-13,,user_1490
user_3509,hr,engineer,yes,yes,2021-02-27,,user_4798
user_3511,finance,analyst,no,yes,2025-08-29,,user_4996
user_3513,finance,manager,no,yes,2024-11-09,,user_6802
user_3514,sales,analyst,yes,yes,2023-01-17,,user_4687
user_3516,it,analyst,yes,yes,2025-06-21,,user_7690
user_3518,it,analyst,no,yes,2021-07-13,,user_7328
user_3523,operations,analyst,yes,yes,2022-11-27,,user_5954
user_3524,hr,intern,yes,yes,2022-08-23,,user_5996
user_3526,sales,analyst,no,no,2024-01-09,2024-10-25,user_1619
user_3527,operations,manager,yes,yes,2025-03-24,,user_6689
user_3528,finance,analyst,yes,yes,2025-04-28,,user_7078
user_3529,it,analyst,no,yes,2025-05-08,,user_2614
user_3531,sales,intern,no,yes,2023-04-17,,user_1373
user_3540,sales,analyst,yes,yes,2022-07-16,,user_2091
user_3541,it,intern,yes,yes,2021-05-23,,user_2933
user_3542,operations,analyst,yes,no,2023-04-23,2025-06-03,user_9564
user_3543,finance,engineer,yes,yes,2024-05-19,,user_5668
user_3544,sales,engineer,yes,yes,2025-04-13,,user_7124
user_3550,hr,intern,no,yes,2023-07-31,,user_8708
user_3551,sales,engineer,yes,yes,2023-05-29,,user_5899
user_3559,operations,engineer,yes,yes,2023-01-19,,user_2154
user_3560,operations,analyst,yes,yes,2022-04-30,,user_9506
user_3561,it,analyst,no,yes,2022-09-23,,user_9182
user_3563,hr,intern,yes,yes,2021-12-13,,user_5990
user_3566,finance,analyst,yes,no,2025-06-25,2025-09-09,user_2552
user_3568,hr,manager,yes,yes,2024-12-17,,user_6669
user_3571,finance,admin,yes,yes,2024-05-16,,user_5086
user_3572,operations,analyst,yes,yes,2022-09-19,,user_4813
user_3574,it,intern,yes,yes,2023-03-27,,user_5110
user_3575,finance,engineer,yes,no,2025-03-20,2025-05-04,user_2689
user_3580,sales,engineer,yes,yes,2024-02-29,,user_3735
user_3584,sales,intern,yes,yes,2022-02-25,,user_1455
user_3586,sales,analyst,yes,yes,2023-03-05,,user_7784
user_3587,sales,analyst,yes,yes,2025-04-05,,user_4139
user_3593,finance,manager,yes,yes,2023-08-01,,user_5235
user_3594,it,analyst,yes,yes,2024-06-21,,user_4164
user_3600,operations,engineer,yes,no,2023-10-26,2025-09-16,user_8883
user_3601,operations,intern,no,yes,2020-11-20,,user_6314
user_3602,finance,manager,yes,yes,2025-05-29,,user_5008
user_3603,sales,analyst,yes,yes,2023-03-18,,user_7143
user_3606,hr,intern,yes,yes,2025-01-18,,user_9263
user_3608,hr,manager,no,yes,2025-07-13,,user_2884
user_3609,it,manager,no,yes,2024-04-16,,user_9319
user_3610,it,manager,yes,yes,2025-07-05,,user_2654
user_3611,it,intern,yes,yes,2024-05-25,,user_2190
user_3614,finance,engineer,yes,yes,2025-07-22,,user_2102
user_3615,sales,admin,yes,yes,2022-05-05,,user_5686
user_3616,hr,admin,yes,no,2023-05-08,2023-09-16,user_5601
user_3621,finance,analyst,no,yes,2024-09-16,,user_5019
user_3624,sales,manager,yes,yes,2023-11-06,,user_6704
user_3625,sales,admin,no,yes,2024-08-27,,user_5514
user_3627,sales,manager,yes,yes,2022-08-24,,user_8814
user_3628,sales,admin,no,yes,2020-12-10,,user_2479
user_3631,operations,intern,no,yes,2024-06-25,,user_9596
user_3633,it,engineer,yes,no,2022-05-27,2025-10-17,user_8024
user_3634,finance,engineer,yes,yes,2022-10-08,,user_7154
user_3635,it,admin,yes,no,2021-11-07,2024-07-14,user_7804
user_3636,it,admin,yes,yes,2023-04-05,,user_3254
user_3641,hr,manager,yes,yes,2023-06-15,,user_2576
user_3642,operations,analyst,yes,yes,2022-06-14,,user_2759
user_3643,it,manager,yes,yes,2020-12-15,,user_5337
user_3649,finance,engineer,no,yes,2021-11-08,,user_9182
user_3659,hr,manager,yes,yes,2021-11-16,,user_4315
user_3660,operations,engineer,no,yes,2022-07-17,,user_9711
user_3661,finance,manager,yes,yes,2021-12-30,,user_3572
user_3662,sales,engineer,no,yes,2024-05-29,,user_8495
user_3663,it,analyst,yes,yes,2024-06-23,,user_1899
user_3665,it,engineer,yes,yes,2022-06-06,,user_9702
user_3671,it,engineer,no,yes,2024-02-06,,user_4243
user_3673,sales,analyst,yes,yes,2021-06-23,,user_8927
user_3676,hr,analyst,no,yes,2021-05-08,,user_8862
user_3677,operations,engineer,yes,yes,2022-07-17,,user_6550
user_3684,it,manager,yes,yes,2025-06-02,,user_4856
user_3688,hr,analyst,yes,no,2023-09-18,2025-10-22,user_1408
user_3689,sales,intern,no,no,2025-02-03,2025-08-27,user_1521
user_3692,operations,engineer,yes,no,2024-09-02,2025-10-29,user_6649
user_3693,operations,intern,no,yes,2023-03-24,,user_5756
user_3698,sales,manager,no,yes,2025-04-07,,user_9680
user_3699,sales,manager,yes,yes,2022-09-04,,user_4189
user_3700,operations,intern,yes,yes,2023-07-13,,user_5626
user_3701,sales,engineer,no,no,2024-12-26,2025-09-19,user_3964
user_3704,operations,engineer,yes,yes,2025-04-05,,user_4814
user_3705,operations,analyst,yes,yes,2023-11-27,,user_3370
user_3707,operations,manager,yes,yes,2025-05-15,,user_4979
user_3708,operations,analyst,yes,yes,2025-07-30,,user_1812
user_3709,finance,analyst,yes,yes,2024-08-11,,user_6919
user_3712,sales,analyst,yes,yes,2022-01-31,,user_2036
user_3715,sales,analyst,no,no,2022-07-26,2025-06-06,user_7667
user_3716,finance,intern,yes,no,2021-06-30,2025-04-15,user_4767
user_3718,sales,analyst,yes,yes,2021-11-22,,user_7058
user_3719,finance,engineer,no,yes,2020-12-14,,user_8469
user_3720,hr,admin,yes,yes,2023-08-21,,user_4227
user_3722,operations,engineer,no,yes,2023-08-08,,user_1659
user_3725,finance,analyst,yes,no,2020-12-02,2025-05-12,user_5792
user_3726,sales,engineer,no,yes,2024-06-09,,user_5976
user_3733,sales,engineer,yes,yes,2021-10-15,,user_3313
user_3735,it,engineer,yes,yes,2022-03-14,,user_6506
user_3741,finance,admin,yes,yes,2022-06-05,,user_4324
user_3744,hr,intern,yes,yes,2024-06-20,,user_1169
user_3745,operations,engineer,no,yes,2021-03-10,,user_4412
user_3746,sales,analyst,yes,yes,2020-12-24,,user_8552
user_3749,operations,engineer,no,yes,2022-02-13,,user_9143
user_3750,hr,analyst,no,yes,2022-11-28,,user_7768
user_3758,operations,intern,yes,yes,2021-05-01,,user_8595
user_3761,it,analyst,yes,yes,2022-10-11,,user_6159
user_3764,operations,analyst,yes,yes,2021-06-09,,user_2017
user_3768,finance,admin,yes,yes,2023-04-13,,user_4434
user_3774,operations,engineer,yes,yes,2021-07-19,,user_9220
user_3775,it,manager,no,yes,2024-08-04,,user_9131
user_3776,sales,manager,yes,no,2023-06-17,2025-04-15,user_8519
user_3779,hr,intern,yes,yes,2024-10-06,,user_2982
user_3781,operations,analyst,no,yes,2023-02-15,,user_5021
user_3785,sales,intern,yes,yes,2022-04-07,,user_1086
user_3786,finance,analyst,no,yes,2023-05-29,,user_3609
user_3787,sales,admin,yes,yes,2024-01-05,,user_3370
user_3788,operations,admin,yes,no,2024-05-22,2025-11-04,user_8152
user_3789,finance,analyst,yes,yes,2025-08-28,,user_4351
user_3792,hr,manager,yes,yes,2021-12-31,,user_5652
user_3793,operations,analyst,yes,yes,2021-09-22,,user_8258
user_3794,finance,engineer,no,yes,2025-08-12,,user_4080
user_3795,it,engineer,yes,yes,2021-01-23,,user_7534
user_3796,hr,engineer,no,yes,2021-03-10,,user_8394
user_3800,operations,analyst,yes,yes,2021-06-24,,user_6997
user_3806,finance,analyst,yes,yes,2021-06-24,,user_2468
user_3807,sales,analyst,yes,yes,2024-12-22,,user_1397
user_3816,sales,analyst,no,yes,2022-11-16,,user_1345
user_3818,sales,engineer,yes,yes,2022-12-05,,user_3031
user_3819,operations,intern,yes,yes,2023-06-17,,user_1999
user_3821,finance,engineer,no,yes,2021-12-07,,user_5642
user_3823,operations,manager,yes,yes,2024-06-30,,user_4984
user_3825,finance,intern,no,yes,2023-06-04,,user_2363
user_3826,finance,engineer,yes,yes,2025-05-04,,user_5570
user_3832,hr,intern,no,yes,2024-05-16,,user_3387
user_3833,it,engineer,no,yes,2021-12-26,,user_9627
user_3834,operations,analyst,no,yes,2022-03-23,,user_4013
user_3835,operations,analyst,yes,yes,2021-11-08,,user_7756
user_3836,it,engineer,yes,yes,2024-11-07,,user_1732
user_3838,hr,analyst,no,yes,2021-06-19,,user_9661
user_3844,sales,analyst,yes,yes,2024-09-20,,user_4739
user_3845,it,engineer,yes,yes,2025-10-15,,user_6396
user_3848,it,engineer,yes,yes,2022-12-08,,user_4768
user_3849,finance,engineer,yes,yes,2023-02-21,,user_2127
user_3851,operations,analyst,yes,yes,2024-04-07,,user_8867
user_3852,operations,manager,yes,yes,2023-12-13,,user_8489
user_3853,hr,engineer,yes,yes,2022-04-28,,user_5243
user_3854,finance,intern,yes,yes,2023-05-21,,user_2837
user_3856,operations,engineer,no,yes,2022-09-13,,user_2259
user_3857,operations,intern,yes,yes,2025-02-15,,user_9580
user_3863,hr,admin,no,yes,2022-10-27,,user_4186
user_3873,sales,engineer,no,yes,2025-05-18,,user_5541
user_3874,finance,analyst,no,yes,2022-05-05,,user_8872
user_3878,it,engineer,yes,no,2022-05-24,2025-04-22,user_6365
user_3880,sales,engineer,no,yes,2025-03-08,,user_3725
user_3882,it,engineer,yes,yes,2021-10-10,,user_8154
user_3883,operations,manager,yes,yes,2023-05-07,,user_5593
user_3884,it,engineer,yes,yes,2024-02-18,,user_7443
user_3886,hr,analyst,yes,yes,2023-12-31,,user_9367
user_3890,sales,engineer,no,yes,2021-04-15,,user_2379
user_3891,it,analyst,yes,yes,2025-02-05,,user_4205
user_3893,sales,admin,yes,yes,2023-10-08,,user_4726
user_3899,hr,analyst,yes,yes,2022-09-04,,user_5072
user_3905,hr,analyst,no,yes,2023-01-31,,user_6077
user_3906,finance,manager,yes,yes,2021-09-05,,user_5739
user_3907,operations,engineer,yes,yes,2023-05-24,,user_9515
user_3908,it,manager,yes,no,2022-10-06,2023-04-16,user_5799
user_3911,sales,analyst,yes,yes,2023-07-01,,user_1594
user_3912,it,engineer,yes,yes,2024-03-01,,user_7787
user_3913,sales,analyst,yes,yes,2023-11-06,,user_6710
user_3914,finance,intern,yes,yes,2025-04-17,,user_8081
user_3918,sales,intern,yes,yes,2022-01-06,,user_4313
user_3920,operations,engineer,yes,yes,2024-09-23,,user_9625
user_3922,operations,analyst,no,no,2022-07-07,2025-04-13,user_4358
user_3923,sales,engineer,no,yes,2025-08-09,,user_3066
user_3925,operations,analyst,no,yes,2020-11-23,,user_1038
user_3926,operations,manager,no,yes,2023-05-23,,user_1257
user_3927,finance,analyst,yes,yes,2021-02-09,,user_4410
user_3928,finance,intern,yes,yes,2022-12-30,,user_7033
user_3931,sales,analyst,yes,yes,2023-07-01,,user_3482
user_3936,operations,engineer,no,yes,2024-10-08,,user_4059
user_3937,operations,engineer,no,yes,2025-10-16,,user_5329
user_3938,it,manager,yes,yes,2024-10-03,,user_3322
user_3940,finance,analyst,yes,yes,2023-10-23,,user_1590
user_3941,finance,intern,yes,yes,2024-08-12,,user_2516
user_3944,operations,engineer,yes,yes,2025-01-16,,user_9939
user_3949,it,engineer,yes,yes,2022-07-15,,user_5769
user_3952,hr,analyst,yes,yes,2024-12-27,,user_6087
user_3953,it,manager,no,yes,2022-01-16,,user_7018
user_3957,finance,manager,yes,yes,2022-01-16,,user_1934
user_3959,it,analyst,no,no,2022-11-22,2025-05-11,user_9385
user_3960,hr,analyst,no,no,2023-01-16,2025-05-29,user_4788
user_3962,operations,admin,yes,yes,2022-04-15,,user_9609
user_3964,hr,analyst,no,no,2024-01-13,2024-12-06,user_7365
user_3967,it,analyst,yes,yes,2024-05-12,,user_2622
user_3968,finance,engineer,no,yes,2022-11-27,,user_8757
user_3974,finance,admin,yes,yes,2021-03-27,,user_5302
user_3975,it,analyst,yes,yes,2025-09-15,,user_9076
user_3980,it,engineer,no,yes,2025-07-26,,user_5818
user_3982,operations,analyst,no,yes,2021-10-05,,user_3344
user_3983,hr,analyst,no,yes,2023-02-17,,user_6052
user_3985,operations,analyst,no,yes,2022-05-13,,user_1692
user_3988,sales,admin,yes,yes,2021-01-21,,user_8927
user_3991,operations,analyst,yes,yes,2022-11-04,,user_1520
user_3992,finance,analyst,yes,yes,2023-12-16,,user_4584
user_3994,it,manager,yes,yes,2020-12-17,,user_9429
user_3996,finance,admin,no,no,2023-04-20,2025-08-27,user_3908
user_3999,hr,analyst,yes,yes,2021-05-26,,user_1825
user_4000,sales,manager,yes,yes,2025-04-06,,user_2654
user_4001,finance,analyst,yes,yes,2022-01-05,,user_6995
user_4004,it,manager,yes,yes,2022-12-03,,user_9023
user_4005,operations,engineer,no,yes,2025-11-04,,user_9797
user_4007,operations,engineer,no,no,2025-08-20,2025-09-10,user_6331
user_4009,it,analyst,yes,yes,2025-01-18,,user_9740
user_4010,finance,analyst,yes,yes,2025-09-12,,user_5149
user_4011,hr,analyst,yes,yes,2025-04-23,,user_4715
user_4012,it,manager,yes,yes,2023-10-22,,user_3852
user_4013,finance,analyst,yes,yes,2023-12-04,,user_8193
user_4014,it,admin,no,yes,2025-08-04,,user_7021
user_4015,finance,intern,yes,yes,2021-11-26,,user_9410
user_4017,finance,intern,yes,yes,2025-08-07,,user_8805
user_4018,it,intern,yes,yes,2024-05-09,,user_3444
user_4019,finance,engineer,no,yes,2022-05-28,,user_4841
user_4022,it,engineer,yes,yes,2024-05-20,,user_4147
user_4023,operations,analyst,no,yes,2024-08-23,,user_9527
user_4024,sales,engineer,yes,no,2025-04-01,2025-08-06,user_8558
user_4026,hr,manager,no,yes,2023-12-20,,user_1848
user_4027,finance,manager,yes,yes,2024-08-08,,user_3500
user_4028,finance,admin,yes,yes,2025-02-13,,user_2221
user_4029,operations,analyst,yes,yes,2024-07-03,,user_8563
user_4031,operations,analyst,yes,yes,2023-11-22,,user_4794
user_4033,finance,intern,no,yes,2025-01-29,,user_8570
user_4037,sales,analyst,no,yes,2024-04-23,,user_7077
user_4039,finance,manager,yes,yes,2025-07-16,,user_4135
user_4042,it,intern,no,yes,2022-06-17,,user_6234
user_4045,operations,engineer,no,no,2020-12-18,2023-09-17,user_4841
user_4047,sales,engineer,no,yes,2025-05-06,,user_7755
user_4049,operations,analyst,yes,yes,2021-01-13,,user_3279
user_4050,sales,analyst,yes,yes,2023-12-19,,user_6652
user_4051,hr,intern,yes,yes,2021-09-24,,user_5751
user_4052,sales,engineer,no,yes,2025-06-13,,user_9369
user_4056,finance,engineer,yes,yes,2025-09-04,,user_3150
user_4059,sales,analyst,yes,yes,2023-11-12,,user_9829
user_4062,it,analyst,yes,yes,2022-10-07,,user_9609
user_4064,sales,intern,yes,yes,2024-09-14,,user_9920
user_4066,it,manager,yes,no,2025-10-04,2025-10-05,user_8026
user_4067,operations,engineer,no,yes,2021-07-09,,user_3223
user_4069,it,analyst,yes,yes,2022-08-21,,user_1838
user_4072,operations,engineer,no,yes,2023-12-27,,user_4056
user_4076,finance,intern,yes,no,2024-09-29,2025-11-16,user_1420
user_4080,finance,engineer,yes,yes,2024-10-18,,user_4439
user_4081,hr,analyst,yes,yes,2023-10-30,,user_6005
user_4082,finance,engineer,yes,yes,2023-01-27,,user_2328
user_4084,sales,admin,yes,yes,2021-07-13,,user_1716
user_4088,hr,manager,no,yes,2025-09-27,,user_9529
user_4089,sales,intern,yes,no,2024-06-27,2025-03-27,user_8106
user_4091,hr,engineer,no,yes,2021-03-08,,user_5825
user_4092,finance,intern,yes,yes,2023-12-03,,user_9884
user_4093,operations,engineer,yes,yes,2025-09-15,,user_7767
user_4094,operations,analyst,yes,yes,2022-03-07,,user_7194
user_4097,it,analyst,yes,yes,2021-09-16,,user_9418
user_4099,it,analyst,yes,no,2024-07-07,2025-04-28,user_1954
user_4100,operations,intern,yes,yes,2021-09-02,,user_3693
user_4101,hr,admin,yes,no,2021-06-12,2022-11-08,user_2458
user_4102,sales,engineer,yes,yes,2023-04-03,,user_8537
user_4105,sales,analyst,yes,yes,2025-10-31,,user_5344
user_4106,operations,analyst,no,yes,2022-06-21,,user_4773
user_4107,finance,admin,yes,yes,2021-11-21,,user_8144
user_4108,operations,manager,yes,yes,2021-06-24,,user_2640
user_4109,finance,analyst,no,yes,2024-04-24,,user_5039
user_4111,finance,engineer,no,yes,2023-01-27,,user_9364
user_4119,hr,analyst,no,yes,2023-02-13,,user_8115
user_4126,it,analyst,yes,yes,2021-10-31,,user_7910
user_4131,sales,manager,yes,yes,2021-07-29,,user_5010
user_4133,operations,analyst,no,yes,2022-02-11,,user_2965
user_4135,operations,intern,yes,yes,2021-04-07,,user_6026
user_4137,it,analyst,no,yes,2023-11-14,,user_6614
user_4139,hr,analyst,no,yes,2021-02-13,,user_5205
user_4140,it,analyst,yes,yes,2023-04-06,,user_9316
user_4143,sales,admin,yes,yes,2024-01-20,,user_8570
user_4145,finance,manager,yes,yes,2025-06-22,,user_2763
user_4147,sales,engineer,yes,yes,2025-08-05,,user_6087
user_4153,it,analyst,yes,yes,2022-04-23,,user_8630
user_4155,it,analyst,yes,yes,2022-09-07,,user_6837
user_4156,operations,manager,yes,yes,2023-06-25,,user_4406
user_4158,it,admin,yes,no,2023-05-15,2025-02-27,user_9172
user_4164,sales,intern,no,yes,2022-02-01,,user_3178
user_4165,sales,analyst,yes,yes,2020-12-24,,user_4126
user_4166,it,engineer,no,yes,2024-04-01,,user_4940
user_4171,hr,intern,no,yes,2021-06-14,,user_2194
user_4175,it,manager,yes,yes,2022-04-13,,user_7908
user_4176,sales,admin,yes,yes,2024-08-31,,user_6245
user_4183,hr,analyst,yes,no,2025-04-05,2025-06-12,user_7274
user_4186,operations,intern,no,yes,2023-09-07,,user_9221
user_4187,operations,admin,yes,yes,2025-09-30,,user_5592
user_4188,operations,intern,yes,yes,2023-07-25,,user_1127
user_4189,finance,engineer,yes,yes,2021-12-02,,user_9554
user_4190,operations,manager,yes,yes,2023-02-22,,user_4427
user_4193,sales,intern,yes,yes,2025-02-24,,user_7274
user_4198,finance,analyst,yes,yes,2023-03-25,,user_9291
user_4200,hr,analyst,yes,yes,2021-12-15,,user_4273
user_4201,sales,engineer,yes,yes,2023-10-26,,user_6724
user_4203,finance,admin,yes,yes,2021-12-17,,user_5655
user_4204,sales,intern,yes,yes,2025-09-28,,user_9566
user_4205,it,analyst,yes,no,2020-12-18,2021-01-27,user_6726
user_4206,hr,admin,yes,yes,2022-05-15,,user_1917
user_4209,sales,engineer,no,yes,2022-10-29,,user_4901
user_4212,it,analyst,yes,yes,2024-04-27,,user_2597
user_4214,it,manager,yes,no,2023-10-02,2025-07-16,user_5377
user_4218,it,analyst,yes,yes,2025-03-13,,user_7763
user_4219,it,analyst,no,yes,2024-11-13,,user_4517
user_4222,finance,intern,yes,yes,2023-11-06,,user_6791
user_4224,it,engineer,yes,yes,2022-05-23,,user_2408
user_4225,sales,engineer,yes,yes,2024-11-20,,user_9346
user_4226,hr,intern,yes,no,2024-01-14,2025-03-27,user_7583
user_4227,operations,manager,yes,no,2024-08-25,2025-01-09,user_9639
user_4228,hr,admin,yes,yes,2021-06-02,,user_7033
user_4229,operations,manager,no,yes,2023-01-24,,user_1192
user_4231,finance,intern,yes,yes,2025-06-30,,user_6580
user_4232,sales,analyst,yes,yes,2025-08-22,,user_8435
user_4233,it,intern,yes,no,2022-10-11,2025-01-09,user_1980
user_4236,hr,analyst,yes,yes,2024-09-11,,user_6916
user_4237,finance,analyst,no,yes,2025-08-25,,user_7621
user_4239,finance,admin,yes,yes,2021-04-12,,user_1454
user_4243,it,manager,yes,yes,2025-08-22,,user_6449
user_4244,hr,engineer,yes,yes,2022-03-29,,user_4983
user_4246,sales,manager,no,yes,2021-01-03,,user_6535
user_4248,it,engineer,yes,yes,2022-12-26,,user_4042
user_4250,hr,analyst,yes,yes,2022-08-29,,user_1688
user_4253,operations,analyst,yes,no,2024-02-25,2024-06-17,user_1306
user_4255,operations,analyst,yes,yes,2022-07-22,,user_7016
user_4257,finance,manager,no,yes,2022-10-16,,user_5435
user_4258,finance,analyst,yes,yes,2024-07-17,,user_6869
user_4259,finance,manager,yes,yes,2021-11-27,,user_4994
user_4260,operations,manager,yes,yes,2023-01-31,,user_8948
user_4266,operations,analyst,yes,yes,2023-05-26,,user_1477
user_4273,it,engineer,yes,yes,2023-04-10,,user_5715
user_4278,sales,intern,no,yes,2025-02-20,,user_1672
user_4286,sales,analyst,yes,yes,2023-02-04,,user_5577
user_4287,it,engineer,no,no,2024-10-30,2025-01-25,user_5339
user_4293,sales,engineer,yes,yes,2023-05-10,,user_5675
user_4295,hr,manager,yes,yes,2024-10-06,,user_9859
user_4296,finance,engineer,yes,no,2025-02-09,2025-10-31,user_5839
user_4299,hr,manager,yes,yes,2024-03-11,,user_6217
user_4300,finance,engineer,no,yes,2023-08-19,,user_5878
